COUNTY,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES
Mahaska,50.43571429,67.67714286,16.37857143,56.27142857,48.91142857
Mahnomen,77.24,96.255,45.5,85.87,87.365
Mahoning,63.15285714,66.34528571,36.27214286,32.55028571,50.59514286
Major,43.11666667,70.73333333,36.35333333,39.62666667,44.98333333
Malheur,76.15571429,74.89285714,68.36571429,86.44285714,86.15857143
Manassas City,48.18714286,22.24285714,79.89714286,37.36142857,46.18571429
Manassas Park City,58.875,35.845,85.355,24.98,52.875
Manatee,46.49602564,54.07423077,45.30564103,48.18512821,47.22846154
Manistee,57.30222222,56.77333333,18.4,53.51777778,48.83444444
Manitowoc,39.43,49.48421053,26.45631579,42.23947368,36.75473684
Marathon,37.04851852,44.91259259,32.65518519,51.61407407,39.54666667
Marengo,77.14,79.89166667,36.55666667,50.93833333,69.75166667
Maricopa,47.4560066,42.67297802,59.60936404,47.17908691,48.09871145
Maries,67.16,76.47,13.99666667,58.49333333,59.27666667
Marin,16.12203704,33.85111111,47.35036364,43.355,27.65388889
Marinette,49.26916667,68.09583333,8.92,52.18333333,44.71666667
Marion,63.03643956,63.32186813,45.68272527,50.34879121,58.86191209
Mariposa,59.59,52.605,40.62666667,54.43333333,55.51833333
Marlboro,89.38285714,79.84142857,50.06571429,65.92571429,83.57857143
Marquette,48.82517241,48.21931034,15.38724138,52.11310345,40.32172414
Marshall,56.76411765,66.35988235,30.81647059,53.46588235,53.37235294
Martin,45.68,57.375,32.62648148,49.87685185,45.54888889
Martinsville City,75.822,81.604,51.278,44.31,71.028
Mason,60.94756098,72.56682927,23.14804878,49.54560976,53.76512195
Massac,68.1575,82.8575,18.195,64.395,65.79
Matagorda,71.377,69.579,72.4,69.449,76.984
Matanuska-Susitna,55.0175,48.39708333,31.93541667,56.54875,50.63875
Mathews,29.735,39.685,12.36,38.365,24.135
Maui,36.21558824,43.365,66.99058824,61.08676471,51.21794118
Maury,48.52705882,59.15352941,29.44470588,48.78058824,45.71470588
Maverick,93.27777778,84.68888889,98.82222222,65.01333333,94.05
Mayes,63.00111111,87.06777778,38.77,63.28333333,68.53111111
McClain,39.83166667,61.39333333,37.115,39.54166667,40.88
McCone,25.31,34.62,24.58,45.92,27.01
McCook,43.29,66.095,24.395,61.84,48.635
McCormick,74.37333333,68.61,33.46333333,49.1,62.58666667
McCracken,51.86941176,69.44529412,24.95705882,51.50058824,50.03823529
McCreary,95.725,68.9675,12.6125,71.535,77.2425
McCulloch,50.55,87.80333333,49.85666667,46.12,60.76
McCurtain,76.9175,91.485,42.03625,67.82875,78.3525
McDonald,72.025,77.22,47.7325,75.6,75.6525
McDonough,61.472,44.878,17.001,53.269,46.57
McDowell,79.20722222,79.86666667,22.76444444,60.48888889,69.98555556
McDuffie,72.96,78.33,38.24,59.736,68.84
McHenry,28.68944444,33.37944444,42.87185185,25.46888889,25.02
McIntosh,67.574,82.208,30.637,54.028,63.918
McKean,57.63,74.70083333,9.508333333,54.93916667,51.3825
McKenzie,43.5375,42.31,47.6025,85.415,57.2175
McKinley,89.20294118,78.16235294,82.34647059,79.64588235,91.58588235
McLean,36.38891304,35.10413043,28.80673913,47.56891304,33.24847826
McLennan,57.60530612,62.3256,61.0538,53.08612245,61.04816327
McLeod,27.44571429,54.52285714,24.65428571,50.80285714,34.64428571
McMinn,69.318,71.805,22.529,52.41,58.67
McMullen,62.29,98.2,71.62,47.77,77
McNairy,83.36285714,75.31714286,17.36428571,48.98285714,65.58285714
McPherson,36.86888889,57.03666667,10.53,48.43333333,34.24555556
Meade,44.96785714,50.47733333,20.64533333,41.77266667,38.635
Meagher,38.16,43.13,15.09,30.18,26.52
Mecklenburg,44.08970711,34.000875,61.31270833,43.68229167,43.07104603
Mecosta,63.61818182,57.43636364,11.15,59.74545455,49.68545455
Medina,28.18311111,44.25755556,22.19933333,35.26488889,26.83977778
Meeker,26.98333333,58.77333333,20.04,69.71,41.85
Meigs,77.04666667,79.82,6.644444444,57.13,62.57222222
Mellette,92.08,80.82,50.65,89.72,90.92
Menard,40.96,64.8275,21.3825,46.9075,39.5375
Mendocino,64.474,72.2595,61.9125,73.8215,73.9225
Menifee,82.08,79.91,0.22,58.925,63.67
Menominee,50.49666667,76.39555556,22.56444444,59.53111111,53.25444444
Merced,83.7255102,72.45632653,87.17061224,63.45816327,84.42142857
Mercer,50.50944828,53.56068966,44.33890411,49.50593103,49.64358621
Meriwether,78.8875,87.215,37.8925,64.8225,76.395
Merrick,30.43666667,57.47333333,16.27666667,55.62666667,36.90666667
Merrimack,27.14888889,42.70222222,19.26222222,52.225,31.19416667
Mesa,54.43275862,55.54758621,36.27827586,52.01,50.85689655
Metcalfe,73.2,89.69666667,9.273333333,43.59666667,58.20666667
Miami,44.48717949,59.69871795,13.05641026,36.53153846,36.20102564
Miami-Dade,60.2713215,39.77340551,91.91511765,60.72130178,66.52248521
Middlesex,28.20234962,25.74761278,57.89103383,44.69648496,33.11894737
Midland,39.01755556,47.23422222,47.12755556,52.822,44.64577778
Mifflin,55.60583333,75.47166667,12.285,58.725,52.50166667
Milam,59.81857143,78.98428571,59.89,56.09714286,68.26142857
Millard,45.74,60.69666667,49.15666667,56.86,53.43666667
Mille Lacs,54.7,71.55714286,18.81142857,66.46285714,56.84571429
Miller,67.9935,76.7525,24.516,61.6085,62.134
Mills,37.83428571,70.57857143,22.98,49.81571429,42.80857143
Milwaukee,58.58162162,56.73804054,56.27402027,53.89246622,58.16537162
Miner,39.74,64.77,12.32,58.78,41.6
Mineral,59.87416667,82.0375,24.16,55.53083333,59.70833333
Mingo,92.22428571,77.66428571,5.547142857,54.36857143,70.17857143
Minidoka,62.37,75.18,73.48,51.046,70.332
Minnehaha,35.4,43.91190476,34.55642857,47.45380952,38.69785714
Missaukee,64.365,80.9375,17.99,61.825,61.92
Mississippi,82.630625,87.271875,38.6175,66.50625,79.40625
Missoula,37.016,33.1335,18.6215,58.3905,34.123
Mitchell,62.6325,70.0675,33.8425,57.89625,60.12
Mobile,66.12557522,64.24350877,42.89535088,45.59318584,58.94345133
Modoc,66.195,66.2075,50.0225,60.745,66.265
Moffat,47.115,56.3575,33.07,66.5775,53.1975
Mohave,67.45906977,75.4472093,43.35116279,55.6272093,65.80883721
Moniteau,63.82,46.7525,24.6975,56.8875,52.885
Monmouth,26.90664336,30.33006993,44.76125874,35.56832168,28.18503497
Mono,45.39333333,20.15666667,49.18333333,61.18333333,42.33
Monona,38.8325,69.075,6.92,52.6425,38.7725
Monongalia,51.35291667,28.03708333,18.45208333,63.00208333,39.91166667
Monroe,50.36986979,52.87163636,40.45579221,47.68195313,47.64585938
Montague,54.085,84.945,32.73,52.16,56.96333333
Montcalm,62.80461538,77.80230769,15.62923077,64.90076923,60.60153846
Monterey,54.72340659,41.70945652,77.88217391,61.42626374,62.20703297
Montezuma,55.14142857,67.66571429,35.53142857,55.90571429,55.39285714
Montgomery,39.82220482,46.48779783,49.59009615,41.39175904,41.17509639
Montmorency,73.774,69.904,7.674,47.86,54.678
Montour,32.2725,55.28,22.665,67.6475,43.9025
Montrose,56.999,66.649,44.928,46.669,54.331
Moody,48.99,59.805,39.365,59.315,53.345
Moore,47.81916667,57.59791667,41.43958333,56.82958333,51.67333333
Mora,72.66,75.06,82.43,68.12,81.26
Morehouse,74.44,61.395,33.72875,68.22625,66.78
Morgan,58.17318182,63.80704545,27.48397727,48.32397727,51.14863636
Morrill,54.39,83.88,48.09,62.1,65.49
Morris,20.68914286,24.26809524,50.55980952,33.58571429,24.65961905
Morrison,45.285,62.78875,15.345,62.10375,46.675
Morrow,49.98,59.55125,21.8525,60.13375,48.49125
Morton,29.76833333,37.46666667,26.70833333,58.54166667,35.37
Motley,62.38,99.76,37.27,49.46,73.5
Moultrie,38.42,53.3175,11.49,68.315,43.1375
Mountrail,39.78666667,47.67333333,48.06,87.16,59.43
Mower,44.57636364,69.50090909,48.49090909,61.99272727,56.85818182
Muhlenberg,75.16222222,69.20333333,8.838888889,47.58777778,55.93333333
Multnomah,41.78182353,32.11329412,52.41935294,63.00858824,46.30817647
Murray,63.54714286,65.63714286,37.87714286,51.085,58.575
Muscatine,42.003,54.793,46.056,51.774,48.131
Muscogee,71.41153846,70.58754717,55.75924528,49.79433962,67.0525
Muskegon,58.72071429,70.61238095,27.75142857,53.25666667,54.68904762
Muskingum,63.63368421,73.58631579,13.44526316,49.53210526,53.64842105
Muskogee,72.058125,81.45,49.08,72.258125,76.866875
Musselshell,67.115,61.225,11.645,58.175,53.945
Nacogdoches,71.78769231,71.18692308,57.71538462,73.42230769,74.71538462
Nance,38.31,79.03,10.75,44.01,38.98
Nantucket,17.112,28.906,19.198,30.682,15.538
Napa,37.059,42.02725,70.0875,57.05475,50.855
Nash,62.13722222,77.98055556,54.89444444,67.14777778,70.93277778
Nassau,23.56758621,26.18378007,57.56756014,33.87217241,28.1657931
Natchitoches,82.75555556,63.27,39.28333333,58.54222222,71.26444444
Natrona,38.56833333,60.02611111,26.89777778,46.13833333,40.73
Navajo,81.78483871,80.14967742,62.41516129,66.94258065,79.9583871
Navarro,76.594,80.82,66.419,69.573,82.585
Nelson,48.50615385,68.26615385,14.17384615,57.16307692,46.78230769
Nemaha,34.598,65.456,12.778,58.344,39.704
Neosho,52.744,86.546,20.916,52.592,55.84
Neshoba,82.34857143,94.67285714,43.85428571,71.02571429,82.82142857
Ness,28.63,67.86,43.67,32.09,34.795
Nevada,42.00565217,49.70130435,24.62565217,40.86,37.92173913
New Castle,43.94844961,43.05193798,54.20782946,41.56945736,43.16155039
New Hanover,45.71348837,42.11232558,35.98162791,50.20465116,43.01883721
New Haven,45.11555556,41.45185185,56.03804233,47.03878307,45.89042328
New Kent,24.33666667,20.75333333,16.84333333,24.97666667,14.33
New London,35.65707692,47.03630769,38.88338462,39.49753846,35.87215385
New Madrid,84.14833333,93.95,23.60833333,68.59,79.71333333
New York,39.42921429,20.9162766,66.61537102,84.56632143,51.73802867
Newaygo,65.04,76.14363636,22.20818182,64.13909091,62.84727273
Newberry,70.49625,74.37875,54.11875,52.24125,67.55125
Newport,30.65363636,42.66227273,28.705,42.84772727,30.49545455
Newport News City,56.04295455,61.14954545,57.54772727,53.53545455,59.23204545
Newton,65.168,72.538,35.05125,54.1225,61.26475
Nez Perce,43.812,74.655,18.588,66.557,52.244
Niagara,51.18683333,55.75566667,26.9585,38.92366667,42.45583333
Nicholas,72.95888889,77.38666667,4.357777778,55.73888889,58.71444444
Nicollet,28.88714286,49.40571429,24.50714286,59.31285714,36.95857143
Niobrara,50.58,57.84,20.62,78.03,55.18
Noble,52.00117647,66.74529412,25.24647059,54.35411765,50.73823529
Nobles,55.86333333,62.21333333,55.47166667,62.42833333,60.31833333
Nodaway,51.784,46.328,12.168,59.798,42.114
Nolan,66.85,76.552,57.784,73.742,74.086
Nome,74.83,66.105,67.68,97.445,87.145
Norfolk,22.41338462,27.39030769,48.34476923,44.40869231,28.637
Norfolk City,59.15519481,44.59779221,54.16012987,44.77246753,51.83350649
Norman,38.77,59.87666667,31.47666667,84.37333333,56.30666667
North Slope,49.28333333,47.00333333,52.30666667,95.42,88.94
Northampton,42.38157895,49.06289474,42.28697368,36.81723684,39.22986842
Northumberland,56.45444444,67.00962963,14.94777778,52.13185185,50.29074074
Northwest Arctic,80.925,70.65,64.44,97.185,92.63
Norton,39.87,42.34,32.24,84.43,52.94
Norton City,89.82,96.29,9.38,93.07,88.32
Nottoway,65.66333333,60.0075,35.9425,49.655,69.12
Nowata,66.7725,71.4925,35.0025,37.965,55.255
Noxubee,92.32666667,87.8,45.94,80.82,89.43333333
Nuckolls,34.94,70.91,22.38,59.14,44.64
Nueces,54.929375,58.64234568,70.52938272,48.581,59.38025
Nye,65.61444444,58.19777778,42.66666667,53.54333333,59.98111111
Oakland,27.7237092,35.18246291,41.92362018,29.22931751,26.60237389
Obion,67.841,78.09,27.528,47.619,60.032
O'Brien,33.54,68.9925,21.2425,63.9775,44.92
Ocean,36.66528455,42.07617886,32.2904878,32.32252033,30.82252033
Oceana,67.33714286,76.88571429,44.26285714,74.18428571,71.87
Ochiltree,61.54,30.13666667,74.43,47.77666667,55.19
Oconee,47.62809524,68.14047619,32.54047619,50.13380952,49.77857143
Oconto,43.567,54.58,16.687,45.721,38.17
Ogemaw,70.29714286,76.73714286,11.45714286,53.06428571,58.55428571
Oglala Lakota,98.25,85.31666667,69.72333333,98.18333333,98.15
Ogle,47.16727273,60.06818182,31.65727273,48.21363636,45.76454545
Oglethorpe,66.1425,63.535,43.145,46.9175,58.8675
Ohio,56.95666667,63.71074074,12.84888889,52.2937037,48.39555556
Okaloosa,41.82439024,49.15463415,44.58292683,45.99170732,43.83658537
Okanogan,66.595,81.81,59.133,76.425,78.088
Okeechobee,76.96727273,66.24909091,62.02272727,60.28090909,73.31545455
Okfuskee,81.9275,74.5875,38.2575,74.34,78.31
Oklahoma,53.59691667,56.21846473,56.24983402,42.6593361,52.42745833
Okmulgee,76.93,88.725,33.298,64.249,75.263
Oktibbeha,74.0675,32.99375,45.33625,66.8125,59.27125
Oldham,22.546,34.48333333,21.90866667,30.31133333,21.918
Oliver,38.81,78.53,34.01,36,43.19
Olmsted,28.43393939,41.75515152,41.72030303,56.59121212,38.91848485
Oneida,47.13825581,57.48139535,32.70453488,49.95267442,45.57325581
Onondaga,46.93192857,53.14985714,40.9635,44.195,44.30128571
Onslow,60.30966667,58.77433333,41.10483871,44.46533333,52.665
Ontario,36.0244,53.3992,27.1044,57.7172,41.4108
Ontonagon,61.64333333,49.95666667,9.89,57.44666667,47.68333333
Orange,43.80575401,33.83886873,69.36717182,51.8740107,48.67122995
Orangeburg,79.8565,73.0475,47.608,61.009,74.383
Oregon,69.62666667,82.81666667,5.14,54.96666667,59.15
Orleans,63.04606218,47.39487047,51.63979381,47.38401042,55.35817708
Osage,53.088,69.6915,21.641,51.7635,50.166
Osborne,36.84,81.75,4.94,47.66,38.04
Osceola,63.8055102,61.22510204,66.24142857,49.40897959,63.1355102
Oscoda,77.718,81.378,13.992,58.454,65.894
Oswego,64.00206897,70.01862069,11.88793103,56.54965517,54.08310345
Otero,65.85086957,73.14130435,58.39,60.07,68.50652174
Otoe,35.614,67.816,24.142,43.158,38.216
Otsego,52.37521739,50.78782609,18.82043478,58.96,46.38565217
Ottawa,35.17961039,49.01558442,28.59012987,48.02597403,37.14805195
Otter Tail,30.78,51.58823529,15.52411765,57.65823529,36.25705882
Ouachita,67.77888889,66.66577778,35.07911111,56.36133333,62.16066667
Ouray,25.55,38.27,23.02,27.68,21.23
Outagamie,30.7075,39.674,27.54975,38.5775,29.686
Overton,71.55142857,67.89285714,6.424285714,45.78142857,51.90285714
Owen,66.73125,76.73375,12.07,52.88625,56.45375
Owsley,93.63,85.005,1.3,64.685,76.4
Owyhee,72.01,83.45,70.30333333,80.04,84.29333333
Oxford,56.79823529,64.04470588,10.16941176,53.83588235,48.11823529
Ozark,83.02,78.335,3.825,76.965,70.835
Ozaukee,13.06444444,28.10277778,18.94611111,32.66777778,14.035
Pacific,64.42428571,80.01428571,43.38428571,64.22571429,68.92714286
Page,56.05090909,71.02636364,16.27090909,44.79,47.24
Palm Beach,43.83489362,42.64681818,60.64863636,44.80151976,46.15027356
Palo Alto,25.59,67.08,17.6475,46.9425,33.0325
Palo Pinto,66.92333333,75.06111111,52.43888889,59.07777778,68.10222222
Pamlico,60.195,61.615,40.7325,57.3025,57.745
Panola,68.69333333,74.445,47.4625,50.20416667,65.17166667
Park,26.358,34.096,16.56733333,41.77733333,23.346
Parke,63.905,66.24,19.235,57.925,56.85
Parker,43.27105263,54.09473684,38.94894737,44.98947368,44.53894737
Parmer,59.885,76.18,87.03,87.01,83.73
Pasco,57.23774436,63.47518797,43.90323308,46.88661654,54.12037594
Pasquotank,65.56,60.069,45.974,61.605,63.159
Passaic,54.9146,38.2426,76.9619,55.42959596,58.21838384
Patrick,71.2925,70.8525,25.7675,56.125,62.72
Paulding,45.42125,44.9075,33.26083333,28.46916667,33.65875
Pawnee,54.40125,76.28875,24.23875,53.6375,54.055
Payette,61.79,81.755,53.7625,68.6975,71.975
Payne,60.25705882,39.66823529,32.35,63.12411765,51.49941176
Peach,73.955,66.38666667,59.105,62.04833333,71.69
Pearl River,70.10222222,73.21666667,24.2,50.43333333,59.18777778
Pecos,63.6775,37.4825,85.0225,58.9625,66.7425
Pembina,27.444,43.81,9.42,52.278,28.114
Pemiscot,83.62833333,94.18166667,27.74333333,72.52,81.59833333
Pend Oreille,56.266,82.258,16.154,60.618,57.722
Pender,61.438,52.07466667,38.88333333,46.08533333,51.924
Pendleton,64.41,70.68,8.206666667,58.07666667,53.84833333
Pennington,40.07107143,62.34392857,25.1875,64.45535714,49.1925
Penobscot,52.73434783,60.87956522,10.70434783,53.89847826,45.45043478
Peoria,55.96104167,59.47854167,44.05875,48.16541667,52.53145833
Pepin,37.52,56.605,16.055,63.53,41.855
Perkins,26.785,58.03,10.74,64.86,35.175
Perquimans,65.53,65.07333333,42.02666667,62.94333333,63.74666667
Perry,64.29960784,72.25862745,11.03607843,60.5972549,56.69470588
Pershing,77.13,44.8,65.36,97.86,86.24
Person,68.24142857,71.26714286,40.33857143,62.95714286,67.13857143
Petersburg,37.67,89.28,55.44,94.62,75.03
Petersburg City,79.71181818,78.87181818,62.70727273,72.49,82.82
Petroleum,17.59,34.82,1.08,15.03,7.81
Pettis,66.88363636,82.44636364,42.53545455,61.02727273,69.06181818
Phelps,55.16,61.90153846,22.56,56.17923077,50.96923077
Philadelphia,67.84925532,57.02875,66.41957447,56.77229333,66.07504
Phillips,63.82833333,82.6675,36.70916667,60.12833333,66.6575
Piatt,28.5525,53.785,6.4125,28.2625,21.795
Pickaway,50.42,66.54416667,14.41307692,44.6625,42.82166667
Pickens,62.74564103,57.39461538,24.80358974,57.91692308,53.77153846
Pickett,68.46,65.28,8.91,76.95,61.66
Pierce,42.76542553,49.66994681,47.80478723,52.62718085,47.3468617
Pike,66.5075,70.13275,21.3895,50.581,55.785875
Pima,53.44825,58.04516667,61.00170124,55.47383333,57.57083333
Pinal,63.318,63.08146667,58.76946667,45.62426667,58.84133333
Pine,54.06375,65.30625,18.71,65.62,53.49625
Pinellas,44.13106557,48.08389344,43.0902459,57.70594262,48.58852459
Pipestone,39.792,68.978,41.376,58.888,51.082
Piscataquis,61.5625,75.97875,6.82375,46.565,50.1075
Pitkin,18.8625,17.6875,27.33,66.0875,27.0475
Pitt,65.2971875,52.533125,49.030625,60.19375,60.8178125
Pittsburg,68.22846154,80.58230769,42.78846154,56.05230769,67.50615385
Pittsylvania,66.4475,70.688125,37.12625,48.875625,60.553125
Piute,64.65,79.46,9.87,34.95,48.83
Placer,27.76369048,34.81892857,43.49154762,37.95416667,29.81630952
Plaquemines,69.25,67.51,55.6025,64.41875,70.74
Platte,27.11464286,46.59535714,37.14607143,36.88428571,30.86571429
Pleasants,65.21,73.875,9.755,72.98,60.95
Plumas,38.48714286,56.51428571,29.66428571,53.29571429,42.96285714
Plymouth,30.55285714,44.12509434,33.00254717,35.70283019,30.46895238
Pocahontas,53.41,66.84285714,11.53714286,54.47428571,46.96285714
Poinsett,75.49571429,89.25714286,22.26428571,57.57,69.61428571
Pointe Coupee,70.35166667,85,37.38166667,54.66666667,68.32666667
Polk,55.36736842,61.97374613,49.42956656,54.40736842,57.13517028
Pondera,64.03,90.61,36.905,82.895,75.07
Pontotoc,68.584375,79.828125,44.188125,58.07375,69.394375
Pope,57.10764706,63.18647059,22.16823529,52.43764706,50.76411765
Poquoson City,20.78666667,48.54,17.30666667,16.45,14.62333333
Portage,45.52469388,38.79673469,21.10755102,41.5622449,33.82897959
Porter,36.41366667,43.442,27.06566667,31.93366667,29.33566667
Portsmouth City,66.715,63.786,49.92870968,49.85666667,61.64933333
Posey,36.39285714,42.74285714,3.468571429,39.79285714,26.47714286
Pottawatomie,59.213,72.6205,35.9865,58.752,60.994
Pottawattamie,42.17066667,64.12433333,27.80266667,47.266,43.30666667
Potter,61.89205128,61.26564103,64.44179487,56.96692308,64.37102564
Powder River,23.5,55.85,6.26,31.39,20.23
Powell,60.8575,64.5925,9.795,72.69,57.1275
Power,60.795,80.805,57.45,68.56,73.055
Poweshiek,36.242,38.938,22.62,48.07,32.95
Powhatan,27.986,22.902,21.68,16.738,13.03
Prairie,63.4775,78.4625,10.2225,64.3025,59.8725
Pratt,41.18666667,52.24,30.18333333,66.01666667,46.79666667
Preble,50.275,67.3775,12.70166667,36.79833333,38.10416667
Prentiss,79.93,76.4,20.082,59.804,67.772
Presidio,89.85,97.775,94.095,72.57,96.98
Presque Isle,57.68833333,60.27833333,18.33,50.785,48.96833333
Preston,70.04625,61.03625,11.26875,54.82625,53.93125
Price,36.52,54.87166667,7.625,52.02166667,35.21
Prince Edward,68.83,36.982,48.642,53.06,55.184
Prince George,49.47571429,44.98428571,42.18,45.15285714,45.29857143
Prince George's,45.05399083,37.53426606,78.37376147,41.82243119,48.71743119
Prince of Wales-Hyder,67.82666667,63.51,28.9225,71.2025,81.14333333
Prince William,31.65646341,28.09231707,71.69658537,26.04085366,31.70146341
Providence,57.28879433,51.81751773,60.17780142,51.34822695,56.12460993
Prowers,64.864,80.624,64.454,68.608,73.334
Pueblo,65.36603774,73.30407407,49.69203704,49.52830189,62.90660377
Pulaski,57.14037313,65.08298507,42.26089552,50.01276119,55.54410448
Pushmataha,70.83333333,85.83333333,31.06333333,64.76,70.70333333
Putnam,48.00337349,52.2986747,32.19638554,47.89566265,44.46578313
Quay,72.68666667,72.85666667,51.84333333,42.30333333,66.81333333
Queen Anne's,22.73818182,40.07818182,28.88,35.65272727,25.59818182
Queens,55.20814241,27.91281298,84.94057187,60.35341085,59.95245342
Quitman,96.345,86.5225,53.2575,74.0275,90.055
Rabun,60.114,66.836,35.484,64.056,60.998
Racine,43.19840909,57.06545455,38.47795455,43.30045455,43.81636364
Radford City,64.47333333,22.68666667,23.00666667,77.11666667,43.38666667
Rains,58.19,76.055,26.345,61.57,58.83
Raleigh,68.22705882,77.54647059,24.31235294,57.61117647,62.89941176
Ralls,51.08666667,60.03,11.54333333,48.22,41.87
Ramsey,43.13623188,46.08726619,55.15402878,66.2823913,52.25007246
Randall,32.24241379,47.51586207,42.52137931,35.73103448,34.43310345
Randolph,64.72428571,70.38271429,27.54757143,57.37914286,59.00442857
Rankin,39.24777778,50.95148148,33.50962963,35.32666667,36.40851852
Ransom,19.90333333,65.87666667,4.41,38.20666667,24.30666667
Rapides,66.56787879,81.06969697,38.70333333,58.20545455,66.64272727
Rappahannock,35.055,57.87,23.23,27.465,29.9
Ravalli,51.767,70.049,7.444,47.421,43.573
Rawlins,25.43,67.35,38.19,59.5,43.27
Ray,56.1525,75.1325,9.95,51.315,48.935
Reagan,63.57,45.36,88.04,49.64,67.64
Real,60.02,89.81,48.69,67.39,72
Red Lake,33.24,65.68,12.37,61.63,40.355
Red River,74.76666667,72.895,29.71,48.12333333,61.28666667
Red Willow,39.97,64.89,13.32,52.6,39.60666667
Redwood,39.99,65.18833333,18.54333333,63.07,45.91833333
Reeves,69.852,31.8,87.6,54.762,67.082
Refugio,76.98,93.905,68.06,58.735,83.535
Reno,52.88117647,64.74411765,29.17352941,55.17352941,51.40705882
Rensselaer,41.25285714,47.24404762,27.65285714,46.53238095,38.34428571
Renville,32.60285714,53.21714286,25.83142857,58.48428571,40.12714286
Republic,28.27333333,41.82,10.62,43.14666667,25.51
Reynolds,76.49,78.57,5.49,76.265,68.07
Rhea,77.42666667,82.94833333,25.125,47.03833333,62.30166667
Rice,41.33375,46.03875,36.364375,58.036875,44.640625
Rich,33.04,73.3,23.39,50.39,41.1
Richardson,37.50666667,63.83666667,9.583333333,39.56666667,33.47
Richland,56.36384615,55.6079021,41.46331034,53.5951773,53.52503546
Richmond,55.29592814,45.10803571,60.47886905,55.19952381,56.34191617
Richmond City,57.27878788,41.71363636,49.35833333,51.66136364,50.69318182
Riley,49.83538462,17.76692308,43.17461538,72.92692308,45.93
Ringgold,38.715,71.07,7.415,54.38,40.665
Rio Arriba,#DIV/0!,75.42555556,75.23,67.29777778,#DIV/0!
Rio Blanco,40.605,39.75,33.945,80.81,49.01
Rio Grande,75.91666667,77.61333333,66.11666667,80.28,82.31
Ripley,66.297,74.305,11.16,64.311,60.396
Ritchie,74.42666667,77.36,6.793333333,43.52333333,55.18333333
Riverside,64.24219512,48.53889135,77.28269912,51.38691796,63.56379157
Roane,65.76071429,68.585,11.00642857,51.63571429,53.22571429
Roanoke,29.40166667,46.97611111,29.96222222,34.84888889,28.93222222
Roanoke City,62.34478261,60.60652174,51.57782609,58.79826087,61.56173913
Roberts,49.768,80.294,32.43,53.144,53.87
Robertson,57.8915,68.6615,36.5095,51.8635,55.0185
Robeson,84.22,78.79903226,66.72354839,70.55483871,84.5183871
Rock,48.19619048,63.16190476,31.63452381,46.37285714,46.94380952
Rock Island,55.95825,66.69575,49.594,48.8785,56.45225
Rockbridge,57.0075,45.25,17.465,50.09,43.91
Rockcastle,78.3775,77.6325,4.4825,58.5425,62.59
Rockdale,58.278,52.38733333,62.36866667,33.73733333,49.304
Rockingham,32.44932692,41.55230769,22.81259615,43.72336538,31.80442308
Rockland,41.03369231,33.27676923,62.88923077,57.07092308,48.14646154
Rockwall,25.28727273,29.84181818,47.37636364,22.60363636,23.38181818
Roger Mills,64.2,89.62,25.79,47.65,61.75
Rogers,41.61142857,65.00214286,38.98,38.24,43.05678571
Rolette,75.565,91.72,40.4775,92.1525,86.5175
Rooks,45.15,74.105,8.92,52.58,44.17
Roosevelt,74.75625,63.71125,59.69,72.77,75.1075
Roscommon,68.249,72.416,10.165,44.58,52.288
Roseau,32.482,54.504,17.628,61.01,38.97
Rosebud,53.1025,50.1275,25.5875,54.21,45.5575
Ross,65.62411765,76.35529412,15.02529412,56.28235294,58.30294118
Routt,21.3575,15.22,26.44,55.60625,21.29875
Rowan,68.43911765,67.23029412,42.42294118,61.05794118,65.72294118
Runnels,52.1625,66.805,48.3225,38.285,48.8675
Rush,57.66857143,64.22285714,9.944285714,33.11857143,38.32142857
Rusk,61.00111111,69.62444444,45.59166667,58.77555556,62.99166667
Russell,74.92333333,73.34333333,27.98074074,53.79888889,64.30925926
Rutherford,50.91854839,46.91564516,43.98677419,41.07629032,44.87693548
Rutland,35.613,51.8,6.9,62.9035,37.3295
Sabine,74.705,77.622,28.944,60.753,68.386
Sac,33.025,59.6725,20.595,38.3475,32.1675
Sacramento,53.87208202,48.85192429,71.69255521,54.34246057,58.16208202
Sagadahoc,26.69375,49.165,14.45625,47.18875,28.28
Saginaw,60.75375,67.76375,35.47392857,47.79214286,55.02017857
Saguache,69.67,59.645,63.01,65.925,71.92
Salem,51.38583333,63.39708333,43.70791667,45.15708333,51.05333333
Salem City,42.862,47.882,25.48,56.312,42.076
Saline,49.20018519,71.88648148,29.58444444,53.06740741,51.09925926
Salt Lake,36.26014286,34.94828571,49.1964455,38.47880952,35.82047619
Saluda,71.902,67.116,65.438,49.516,68.576
Sampson,81.94,82.56818182,73.37909091,71.18818182,85.31090909
San Augustine,81.5,81.41666667,42.78,57.91333333,73.53333333
San Benito,56.11181818,45.57636364,80.16,44.26909091,58.92818182
San Bernardino,69.13433243,52.19226158,79.36548913,55.43811475,68.7781694
San Diego,46.75845659,34.09459807,70.20039936,54.6255627,50.64733119
San Francisco,32.72061538,15.88646154,76.28102564,68.73117949,44.85297436
San Jacinto,70.18,68.6475,49.0775,52.7175,64.7125
San Joaquin,70.9957554,65.72935252,82.50942446,62.2405036,75.28043165
San Juan,65.11452381,71.57952381,60.68738095,61.67880952,69.27619048
San Luis Obispo,36.08961538,38.30576923,52.84849057,58.65615385,43.98807692
